customer_id,age,account_tenure_months,monthly_active_days,avg_daily_usage_minutes,num_sessions_per_week,support_tickets_30d,payment_delay_days,subscription_type,has_active_promo,app_rating,num_notification_opt_out,customer_support_satisfaction,monthly_charges,churn_target,avg_active_days_3m,usage_minutes_3m,support_tickets_3m,avg_active_days_6m,usage_minutes_6m,support_tickets_6m,avg_active_days_12m,usage_minutes_12m,support_tickets_12m,engagement_score,satisfaction_score,usage_trend_3m_6m,subscription_type_enc,has_active_promo_enc
9559,32,6,15,47.48038472820824,6,2,0,VIP,Yes,5,2,5,49.77646103026933,0,14.50802014567971,37.92588382680281,6,18.200785301185867,41.681919899809365,12,15.0,47.48038472820824,1,0.444,1.0,-0.088,,1
9560,35,23,21,53.58706051686143,10,0,0,Premium,No,3,1,3,21.054662082879105,0,26.54862291856019,56.546088047525686,0,18.568157980707536,50.72351936232426,0,21.52874098469769,62.4145206288832,0,0.6015,0.6,0.1126,1.0,0
9561,33,66,25,53.07633852999185,11,3,1,Basic,Yes,4,2,3,6.971849836430754,0,23.187844679764883,54.464293328220656,9,24.952098091496534,82.47352616706694,18,28.01389009596226,66.44604972192158,36,0.6674,0.7,-0.3355,0.0,1
9562,29,72,15,55.60300088967426,7,0,4,Basic,Yes,4,2,5,9.469234237874922,0,16.167462942373678,55.22800448903082,0,17.428310201199416,52.84583616271225,0,16.691319892294057,65.02245608824214,0,0.4853,0.9,0.0442,0.0,1
9563,47,1,28,85.3880252619571,13,1,0,Basic,Yes,3,1,4,10.815296250425892,0,9.333333333333332,28.46267508731903,0,28.0,85.3880252619571,0,28.0,85.3880252619571,0,0.8437,0.7,-0.6589,0.0,1
9564,60,27,23,68.48374454522981,10,0,3,Basic,No,4,0,3,8.874934544723667,0,23.68592949689557,79.01631043467651,0,24.815666894673665,75.62049645002462,0,24.23890979970854,86.97303020932611,0,0.6778,0.7,0.0443,0.0,0
9565,52,13,23,65.88489627831008,10,0,3,Basic,Yes,4,2,5,9.964833312838952,0,21.0910656398844,70.1627748270825,0,21.48538183355791,72.12984413795593,0,21.752654398034103,58.24937384977032,0,0.6691,0.9,-0.0269,0.0,1
9566,41,30,25,88.84430186633045,10,0,0,Premium,No,5,1,5,15.891701573354464,0,27.199889130481942,84.80164053552396,0,24.715684129162053,107.8832951616825,0,22.75514422334381,101.99792007444302,0,0.7723,1.0,-0.212,1.0,0
9567,25,30,18,30.787571843416604,10,9,29,Basic,Yes,2,0,5,9.063761968583526,1,19.816257231635294,22.469196074116056,27,16.622475774676204,54.73909391532446,54,19.371209443614717,62.43102452449581,108,0.4855,0.7,-0.5789,0.0,1
9568,46,5,4,27.87569923362984,1,1,4,Basic,No,5,0,4,10.310474137651976,1,4.543040512861094,30.879507910428075,3,4.0,27.87569923362984,0,4.0,27.87569923362984,0,0.1605,0.9,0.104,0.0,0
9569,70,81,18,40.35433238108679,9,1,0,Basic,Yes,2,2,4,8.202777144492895,0,15.217141056150432,44.85420769627602,3,18.853253414793155,18.845208426359378,6,9.191572078245692,11.52535452877884,12,0.5031,0.6,1.3106,0.0,1
9570,36,23,16,64.63083918611265,8,5,26,Basic,No,5,0,3,13.094076175383115,1,15.89359139546228,70.67222541238733,15,15.100509427304017,68.5710538486605,30,14.73547112037576,108.06506813512571,60,0.5431,0.8,0.0302,0.0,0
9571,34,13,20,98.03278917125418,9,0,1,Premium,No,5,2,2,15.12110076815626,0,19.391724593042824,95.01343295220168,0,19.20807976655394,76.8446186338879,0,17.489954525012898,108.24715335702336,0,0.722,0.7,0.2334,1.0,0
9572,31,45,7,29.849379624108487,4,0,0,Premium,No,4,0,5,13.498396044755392,0,8.660785728494579,12.692649061258688,0,9.055330047462348,5.78002089922316,0,1.2984386218475858,39.33833325745528,0,0.25,0.9,1.0196,1.0,0
9573,34,7,28,82.83683854309777,12,0,24,Basic,Yes,3,1,5,12.025764722492582,0,26.195023174320585,89.09072920201326,0,29.605426821363373,98.47300595825644,0,28.0,82.83683854309777,0,0.8209,0.8,-0.0943,0.0,1
9574,18,31,25,59.385894901534954,12,1,0,Premium,No,4,1,5,19.11536062025987,0,27.31012296230489,54.24025015655637,3,22.517002141287357,60.00610153120348,6,25.28651924069384,54.11392417474288,12,0.7027,0.9,-0.0945,1.0,0
9575,46,9,13,33.26549382467023,5,0,0,Basic,Yes,5,3,4,8.811951915847777,1,14.934774136306874,34.78997140282838,0,13.16068883677706,31.302181958566273,0,13.0,33.26549382467023,0,0.3556,0.9,0.108,0.0,1
9576,26,1,4,13.730561713102547,1,0,4,Basic,Yes,5,3,3,66.32115991219814,1,1.3333333333333333,4.576853904367516,0,4.0,13.730561713102547,0,4.0,13.730561713102547,0,0.1134,0.8,-0.6214,0.0,1
9577,18,22,23,74.01777409109035,8,6,2,Basic,No,3,0,4,10.697966295857556,0,22.560793839094977,60.56426307931004,18,25.539797416336995,94.47736224798722,36,22.47906670011825,62.310802326631254,72,0.6677,0.7,-0.3552,0.0,0
9578,50,4,16,48.15835640075402,7,1,0,Premium,No,5,1,5,16.806251727968196,1,15.897329060242248,47.90205490556783,3,16.0,48.15835640075402,0,16.0,48.15835640075402,0,0.4739,1.0,-0.0052,1.0,0
9579,21,11,3,9.107889135509726,1,0,2,Basic,No,4,3,4,8.034550594208994,1,5.011895718719469,12.499537253798511,0,1.0878849032404023,14.947852017932984,0,3.0,9.107889135509726,0,0.0846,0.8,-0.1535,0.0,0
9580,30,21,28,77.09133659151722,13,0,0,Basic,No,3,3,5,11.729836502263517,0,26.626358653739164,85.18395300938215,0,30.0,72.6452845974083,0,30.0,72.68526782285873,0,0.816,0.8,0.1703,0.0,0
9581,61,1,20,56.37243330011162,9,0,0,Premium,Yes,1,4,2,21.43625691121692,1,6.666666666666666,18.790811100037203,0,20.0,56.37243330011162,0,20.0,56.37243330011162,0,0.5831,0.3,-0.655,1.0,1
9582,18,12,23,65.19384337448838,10,0,1,Basic,Yes,1,0,5,10.187240345054224,0,25.19811703736872,49.75948049387351,0,23.27893572718208,72.5940769943624,0,27.649201581928324,74.47053488310222,0,0.6668,0.6,-0.3103,0.0,1
9583,18,20,15,47.73004997504694,5,1,24,Basic,No,5,3,5,9.80422529806795,1,15.50253862585732,42.05024438869115,3,15.597480277135254,58.76606935329892,6,16.402305047808493,57.05686085084057,12,0.4305,1.0,-0.2797,0.0,0
9584,42,23,21,71.85919267378824,11,1,0,Basic,No,5,3,5,9.606483390366536,0,17.285358109768435,68.71602611236567,3,18.55579358496241,71.24756950838085,6,19.111348438827353,51.53597629604791,12,0.6767,1.0,-0.035,0.0,0
9585,57,53,21,110.9105410250758,9,1,1,Basic,Yes,1,1,5,10.18493679553787,0,20.010958556532493,94.17829659623668,3,20.129042913705774,123.58725094041787,6,17.30953885622876,72.51497524034284,12,0.7783,0.6,-0.2361,0.0,1
9586,18,11,26,74.580787147795,10,1,0,Basic,No,4,0,4,10.570065378074329,0,27.808464807813777,68.06800087587068,3,26.777899301912157,76.33726779795776,6,26.0,74.580787147795,0,0.7381,0.8,-0.1069,0.0,0
9587,46,70,22,55.35136550249401,9,0,18,VIP,No,4,2,1,48.04713921813678,0,23.558750937331332,42.40769011302275,0,18.07827883136775,51.915668280674126,0,23.237103764637805,44.59194419892967,0,0.6064,0.5,-0.1797,,0
9588,48,12,19,48.63446957236184,9,1,1,Premium,No,4,3,4,19.034105397673656,0,14.50121866031049,37.1477024288833,3,22.768026136612193,57.07676113784438,6,17.69485979625326,19.612846633716632,12,0.544,0.8,-0.3432,1.0,0
9589,18,24,21,65.88610287723002,8,1,2,VIP,No,5,3,3,51.317316222056846,0,21.40147558122031,66.33185257670044,3,21.128401832035237,99.53971417811408,6,18.48118868441857,76.1452950490451,12,0.6139,0.8,-0.3303,,0
9590,51,1,26,71.46788292543664,11,1,3,Basic,No,5,1,4,11.945984030344276,0,8.666666666666666,23.82262764181221,0,26.0,71.46788292543664,0,26.0,71.46788292543664,0,0.742,0.9,-0.6575,0.0,0
9591,53,17,19,58.36782608482595,8,1,0,Basic,No,1,2,5,8.262014683633495,0,20.077848976319437,46.364504289028375,3,16.810935796824236,79.7763023989955,6,15.597571365564772,84.95413714237412,12,0.5622,0.6,-0.4136,0.0,0
9592,36,44,18,43.66038095868576,8,0,2,Basic,Yes,1,1,4,10.445292819691254,0,19.30714999349084,51.30460752372206,0,20.00933457342643,30.939724553138635,0,18.290551301005916,70.34944424802015,0,0.4998,0.5,0.6376,0.0,1
9593,60,10,20,63.599088294690056,9,0,1,Premium,Yes,5,0,3,21.200900785835277,0,24.12463284098968,55.9335500679766,0,21.35273123923,73.72998101824437,0,20.0,63.599088294690056,0,0.6072,0.8,-0.2381,1.0,1
9594,57,1,25,74.89156085725904,11,0,5,Basic,No,4,2,3,12.715084081612348,0,8.333333333333332,24.963853619086343,0,25.0,74.89156085725904,0,25.0,74.89156085725904,0,0.7401,0.7,-0.6579,0.0,0
9595,41,82,23,68.71532166462927,10,0,0,Premium,No,1,2,5,18.830581135399523,0,23.609553090213293,50.36021990888486,0,21.49059827086025,61.10965295901576,0,23.03787865062472,93.01804795452792,0,0.6786,0.6,-0.1731,1.0,0
9596,33,1,24,113.21779961059664,11,2,22,Basic,Yes,4,0,4,9.134944793582008,0,8.0,37.73926653686554,0,24.0,113.21779961059664,0,24.0,113.21779961059664,0,0.8545,0.8,-0.6608,0.0,1
9597,25,9,15,53.47030320450405,9,0,7,Basic,No,4,0,4,6.710218803936669,1,13.730657754079326,53.0987769233792,0,15.063983395352938,37.16019062401,0,15.0,53.47030320450405,0,0.5068,0.8,0.4177,0.0,0
9598,39,67,24,83.43363568819024,10,0,0,Basic,No,5,0,4,9.551634892796727,0,23.336051524280865,80.36781490694382,0,24.46465884820646,73.55088003370612,0,24.930120579423903,87.26042837941999,0,0.741,0.9,0.0914,0.0,0
9599,49,9,24,79.36586956533567,11,1,3,VIP,No,1,1,4,60.3019552941757,0,25.699451313689565,77.00748772525827,3,26.49371670081448,87.87526953947004,6,24.0,79.36586956533567,0,0.7417,0.5,-0.1223,,0
9600,35,58,22,76.74593305927888,10,0,0,Basic,Yes,4,2,1,10.259317512681235,0,20.504782440893848,76.27534319652965,0,24.594742666848145,84.51942158330145,0,19.40017876193076,29.81392541411693,0,0.692,0.5,-0.0964,0.0,1
9601,18,90,1,6.8392743162717355,2,0,4,Basic,No,3,1,4,14.428892918003228,0,3.4692461792034006,8.317830526894358,0,0.0,2.731867257123403,0,4.584539478161863,0.0,0,0.0647,0.7,1.4968,0.0,0
9602,59,28,16,41.36041470473951,7,0,0,Basic,No,5,2,1,9.991121710016936,0,13.813667536508314,54.10599485559128,0,15.282192150489797,38.49345772250167,0,17.297149180729587,48.61096383690671,0,0.4512,0.6,0.3953,0.0,0
9603,40,15,5,5.4530035064564295,2,1,0,Basic,Yes,5,3,5,7.468424664188419,0,6.2792098058434505,3.939816460750919,3,6.737241649664401,37.47089707868973,6,6.040483983944888,0.0,12,0.1134,1.0,-0.8716,0.0,1
9604,32,12,24,79.22291731555138,11,0,2,Premium,Yes,5,0,3,15.841177714358546,0,25.10413311781983,91.3967813309906,0,24.701811789220795,89.35813335248166,0,23.486916583959875,65.33030943363431,0,0.7412,0.8,0.0226,1.0,1
9605,48,2,21,45.80498840768034,9,8,1,Basic,No,5,1,5,10.884987091486336,1,14.0,30.53665893845356,5,21.0,45.80498840768034,2,21.0,45.80498840768034,1,0.5613,1.0,-0.3262,0.0,0
9606,65,68,18,45.41425596586916,9,0,0,Premium,No,2,0,2,21.38791401954802,0,19.96927731809399,46.20991751349966,0,19.117573749047057,27.751623477241303,0,16.09897509157137,18.689805283076065,0,0.52,0.4,0.642,1.0,0
9607,18,50,16,56.62011333966856,8,0,0,Basic,No,3,1,4,10.56716630764871,0,14.514917262991585,54.27206777198971,0,17.37019584007766,78.81616933086286,0,14.496305883446412,98.38144787848236,0,0.5164,0.7,-0.3075,0.0,0
9608,48,3,15,45.11622248171483,6,1,3,Basic,No,5,1,3,8.311415100152509,1,14.067746594278798,27.615628019949447,3,15.0,45.11622248171483,0,15.0,45.11622248171483,0,0.4361,0.8,-0.3795,0.0,0
9609,18,35,1,5.0,1,1,0,Premium,No,1,2,5,20.55826362181212,1,0.0,0.0,3,0.0,15.768653446009193,6,3.5200570876451756,9.95869253523438,12,0.0443,0.6,-0.9404,1.0,0
9610,48,26,4,6.4241585571133,1,0,1,VIP,Yes,5,2,1,47.75224508667484,0,4.018024008599147,22.097809905550807,0,4.150752671096472,1.3187261447018388,0,1.2848669632991476,0.0,0,0.089,0.6,8.9614,,1
9611,42,2,21,73.60152990514587,8,1,0,Premium,Yes,5,2,5,21.3378522635078,0,14.0,49.06768660343057,0,21.0,73.60152990514587,0,21.0,73.60152990514587,0,0.6396,1.0,-0.3289,1.0,1
9612,47,9,25,82.67540474432334,10,0,2,Basic,Yes,3,0,4,93.5663447567159,0,26.71291011700403,90.61710439860305,0,30.0,102.09943503813938,0,25.0,82.67540474432334,0,0.7518,0.7,-0.1114,0.0,1
9613,31,2,27,82.15417919851652,14,0,6,Premium,No,4,1,4,17.953718794934773,0,18.0,54.769452799011006,0,27.0,82.15417919851652,0,27.0,82.15417919851652,0,0.8338,0.8,-0.3293,1.0,0
9614,18,19,26,79.99849048518831,12,0,3,VIP,No,1,1,5,48.55042375946025,0,27.378834648771953,75.95047750863995,0,25.795409816694985,80.5143088510146,0,26.09888761533179,89.89062544569661,0,0.7848,0.6,-0.056,,0
9615,33,6,19,55.58252302134984,9,0,0,Basic,No,4,1,4,6.932792673468931,0,18.60574180362826,59.8549912162704,0,23.168599932892256,35.64263221230494,0,19.0,55.58252302134984,0,0.5672,0.8,0.6608,0.0,0
9616,45,120,27,82.70373667670914,11,2,9,Premium,Yes,1,0,2,20.76367999787716,0,27.811348949823333,82.11790164164587,6,25.25115942881979,74.36247072253019,12,24.44265862920987,66.3196627639629,24,0.7928,0.3,0.1029,1.0,1
9617,56,13,18,51.27700528745661,7,8,1,Premium,No,4,1,5,17.119778364963153,1,21.625470834975825,54.9760719018589,24,21.562965976752643,59.02224820564031,48,20.46113812119286,88.89431025642293,96,0.5109,0.9,-0.0674,1.0,0
9618,21,35,28,87.42117108735992,12,0,0,Basic,No,5,3,5,8.378121671673,0,25.308915832260304,62.46693316768731,0,26.21816757099954,81.944794218059,0,30.0,55.98795712163496,0,0.8362,1.0,-0.2348,0.0,0
9619,59,6,20,70.40478262953881,9,0,8,Premium,No,4,2,3,14.691186318273065,0,16.32181145478146,60.10421902707753,0,17.518208708318415,91.73396683691348,0,20.0,70.40478262953881,0,0.6299,0.7,-0.3411,1.0,0
9620,33,9,3,5.0,1,1,0,Premium,Yes,5,3,3,19.033295765101336,1,4.273826044864413,0.0,3,6.233161950527704,12.844356953832598,6,3.0,5.0,0,0.071,0.8,-0.9278,1.0,1
9621,45,11,4,5.0,3,0,0,Basic,No,2,5,5,10.20384207552678,1,2.30291453287105,0.0,0,3.22574507216643,19.24078292155091,0,4.0,5.0,0,0.1129,0.7,-0.9506,0.0,0
9622,34,1,20,53.55794837714998,9,0,1,Basic,No,3,1,5,8.80127192266832,1,6.666666666666666,17.852649459049992,0,20.0,53.55794837714998,0,20.0,53.55794837714998,0,0.5738,0.8,-0.6544,0.0,0
9623,42,75,25,80.87358785733026,11,0,0,VIP,Yes,1,1,5,52.99197603493294,0,26.067815579692866,62.69746218629469,0,22.401346236698743,65.3788446214138,0,25.103081693132765,71.95342362350624,0,0.7601,0.6,-0.0404,,1
9624,53,45,29,88.63697782329177,13,0,2,Basic,Yes,1,0,5,7.217732694955613,0,26.991247699709746,85.19581400404464,0,30.0,86.49080128776302,0,29.434168324691292,90.7524596704894,0,0.8678,0.6,-0.0148,0.0,1
9625,24,7,23,63.47271928750021,10,0,1,Basic,No,4,2,1,12.697146071259048,0,26.078112170200413,82.84347230520447,0,25.60376006077448,48.184022198370215,0,23.0,63.47271928750021,0,0.6611,0.5,0.7047,0.0,0
9626,29,13,22,70.14898979458559,9,1,0,Premium,Yes,5,2,4,19.709992682233953,0,22.31293922795219,66.44845572591612,3,20.940463430717607,95.60544229496516,6,24.852632928801658,82.35980519301107,12,0.6557,0.9,-0.3018,1.0,1
9627,41,19,23,62.63374104765143,10,0,1,Basic,No,5,2,3,6.917335232814785,0,22.594788334611263,46.19255631275546,0,24.490987770139963,71.57338068659945,0,24.4240074732686,77.78857455140312,0,0.6583,0.8,-0.3497,0.0,0
9628,70,43,21,59.72888041696873,8,0,1,Basic,Yes,4,2,3,9.660026560952549,0,19.356839165101647,69.76472411522127,0,20.241793201893827,53.43319741169867,0,17.983668303685004,50.27607647271701,0,0.5934,0.7,0.3,0.0,1
9629,30,62,24,85.35199788895733,11,0,1,VIP,Yes,4,1,5,37.91844991523384,0,24.43037674766218,79.3732820585444,0,22.160845010457223,84.46512913434934,0,23.26308054950129,124.82804050761509,0,0.7616,0.9,-0.0596,,1
9630,70,49,21,67.99182743990079,9,0,4,Premium,Yes,3,4,5,26.806785811305403,0,17.81815732265984,52.44891480579777,0,22.35516424853975,48.10069437503379,0,20.561099600407367,49.52175619503534,0,0.6352,0.8,0.0886,1.0,1
9631,70,96,19,48.448990799371,8,0,2,Premium,Yes,5,1,4,17.37245129452188,0,14.063419945624512,46.407734489726835,0,18.3650066482075,64.39522299946171,0,19.44021328250867,47.90554009567966,0,0.5291,0.9,-0.2751,1.0,1
9632,38,49,21,64.86746135400293,11,0,5,Basic,Yes,5,2,5,9.209431739946776,0,17.89169189624078,59.32997177035898,0,20.857332541465645,92.67053976371726,0,22.41832380950058,62.66135820105403,0,0.6534,1.0,-0.3559,0.0,1
9633,35,7,11,35.736985619789415,6,0,1,Basic,No,5,0,5,9.023992268454188,1,13.274380313057318,36.88151886677051,0,13.18984521216264,36.7014776409585,0,11.0,35.736985619789415,0,0.3515,1.0,0.0048,0.0,0
9634,28,14,15,51.887823042210655,7,0,0,VIP,No,3,2,1,45.49689071043002,0,13.15172171084988,52.11619781092834,0,15.125228492081355,66.62996741182255,0,16.601371129279617,53.02690261328424,0,0.473,0.4,-0.2146,,0
9635,37,37,18,48.572943723854145,8,0,1,Premium,No,4,1,5,19.73935789311795,0,15.130995467724713,53.67612264067607,0,16.0328966747894,42.269319019550025,0,19.37158545646702,51.26284486828791,0,0.5162,0.9,0.2636,1.0,0
9636,18,7,19,57.74083991356101,9,1,4,VIP,Yes,1,4,5,44.56295324071083,0,18.822397194657828,59.250757845733986,3,19.377929783051695,64.66546946284038,6,19.0,57.74083991356101,0,0.5744,0.6,-0.0825,,1
9637,38,8,27,86.14254716363621,11,0,2,Premium,Yes,4,0,4,18.226164040035872,0,30.0,108.75837454057068,0,22.626516573087287,61.96250810969836,0,27.0,86.14254716363621,0,0.8043,0.8,0.7432,1.0,1
9638,64,119,29,76.20522471045963,12,0,1,Basic,Yes,5,0,3,9.495293619066318,1,30.0,69.31183956554935,0,29.100622246350643,89.95379989854355,0,30.0,99.28410761953384,0,0.8121,0.8,-0.2269,0.0,1
9639,30,33,23,74.68106554172486,11,1,4,Premium,Yes,5,1,5,12.357398863786887,0,21.399110506170683,60.96149642426465,3,23.392642655960376,94.30451003874975,6,28.697607015284035,91.22027145354632,12,0.7127,1.0,-0.3499,1.0,1
9640,37,4,28,79.59457192387471,13,0,20,Basic,Yes,5,0,5,11.180961396707993,1,26.363071789706655,70.15724402477909,0,28.0,79.59457192387471,0,28.0,79.59457192387471,0,0.8244,1.0,-0.1171,0.0,1
9641,18,1,23,65.05380908589743,10,0,0,Basic,No,3,1,4,8.85565093919285,1,7.666666666666666,21.684603028632473,0,23.0,65.05380908589743,0,23.0,65.05380908589743,0,0.6664,0.7,-0.6566,0.0,0
9642,46,99,22,67.41087975601772,10,0,0,VIP,No,3,0,5,53.074433506143215,0,20.17947073942375,50.482186287152,0,20.723659347710527,48.985147227987326,0,24.14998145928732,99.02831484896797,0,0.6609,0.8,0.0299,,0
9643,45,24,15,43.387052319119654,7,2,3,Basic,No,1,4,4,8.779700679308366,1,16.087586596210407,52.82578861524225,6,14.860228071792193,50.57314257220716,12,17.29380479120143,28.889279351087303,24,0.4446,0.5,0.0437,0.0,0
9644,40,20,14,48.238523650088325,6,0,0,Basic,No,4,1,3,9.621742099122962,1,13.328103029214306,69.5458653095425,0,13.39798765990505,67.09589893564723,0,15.412699992265289,73.07242417100916,0,0.4332,0.7,0.036,0.0,0
9645,36,41,16,35.75643153435844,7,1,2,Premium,Yes,5,0,4,18.07314793096499,0,13.77372024530507,49.42885442578552,3,18.421776616658217,12.922718956545072,6,14.041856215780609,54.82205294727537,12,0.4325,0.9,2.6221,1.0,1
9646,34,34,20,60.86564004191917,9,0,0,VIP,No,5,1,5,53.713234407368226,0,17.3274657549657,56.37284449825072,0,17.116055731925105,53.674358738932234,0,18.987719754026116,37.22697744466534,0,0.5981,1.0,0.0494,,0
9647,48,24,26,83.64803250730529,10,1,0,Basic,No,2,1,5,10.357255821267367,0,30.0,90.20114299579906,3,25.741295552600572,67.1356055546607,6,25.528447197575613,60.88889178597867,12,0.7684,0.7,0.3385,0.0,0
9648,34,7,10,29.780422622997055,4,0,0,Basic,No,2,0,3,9.867288165443432,1,11.477492442753922,38.55689655891087,0,8.627737795676369,39.853237749158446,0,10.0,29.780422622997055,0,0.2897,0.5,-0.0317,0.0,0
9649,41,24,1,5.0,1,0,2,Premium,No,2,2,1,19.04035943491982,1,0.0,0.605729054009446,0,4.559451452528524,2.4030842739008382,0,2.003584353673815,17.12764762441438,0,0.0443,0.3,-0.5282,1.0,0
9650,44,23,22,74.41809729865048,9,0,4,Basic,Yes,5,0,4,10.463343206950698,0,24.42471893492524,63.45626162098026,0,21.900261111024527,82.74063506789786,0,20.031748533689516,111.76371582534966,0,0.67,0.9,-0.2303,0.0,1
9651,53,1,4,6.72877386247535,3,7,0,Basic,Yes,5,1,1,8.338160235771179,1,1.3333333333333333,2.242924620825117,2,4.0,6.72877386247535,1,4.0,6.72877386247535,0,0.1186,0.6,-0.5804,0.0,1
9652,50,21,25,72.26668149626948,10,0,1,Basic,Yes,5,2,5,8.295706173693862,0,24.72577901310008,81.05844199985772,0,24.040916411043774,72.41602473102974,0,24.316952854421253,67.59357275061959,0,0.7171,1.0,0.1177,0.0,1
9653,44,29,20,57.80808211933291,10,0,0,VIP,Yes,4,2,5,50.39211966106021,0,19.506871624696945,71.06779592765298,0,22.351742273230485,53.11786763497227,0,21.193729761781626,73.4347856312116,0,0.6022,0.9,0.3317,,1
9654,63,40,18,59.73368256199251,7,0,2,Basic,Yes,5,2,4,8.464786410202638,0,18.36465233363351,60.65018317201655,0,18.880021017553823,56.367317788851985,0,19.233183021010348,71.22419192952255,0,0.5391,0.9,0.0747,0.0,1
9655,50,24,1,7.129299743578476,1,0,1,Basic,Yes,4,1,2,8.759407067379266,0,0.0,4.978189429305887,0,0.0,0.0,0,4.427649745819065,0.0,0,0.0514,0.6,4.9782,0.0,1
9656,59,20,16,46.7951447174566,7,0,9,VIP,No,5,0,3,48.43789168617758,0,16.25698249763941,45.56187275657771,0,14.862412330862806,86.14621204964526,0,17.654683425077682,45.387840310420174,0,0.4693,0.8,-0.4657,,0
9657,49,25,22,59.01477549170689,11,0,0,Basic,No,5,0,1,9.090833956774492,0,18.503240711580315,78.1650179164641,0,24.1658394279342,57.539588283562225,0,17.383935869194975,44.39536327469985,0,0.6472,0.6,0.3523,0.0,0
9658,18,9,22,66.08871818571257,9,2,1,Basic,Yes,4,1,4,11.187216946265291,0,21.24653617196248,67.95405503560471,6,18.90279129964161,84.36793034288748,12,22.0,66.08871818571257,1,0.6422,0.8,-0.1923,0.0,1
9659,58,69,20,64.06299857486547,6,0,1,Premium,Yes,4,3,4,19.672226952308105,0,22.67046153929938,71.2055051904981,0,21.342828422979885,80.2496782932486,0,22.892976731673144,77.31513730998974,0,0.5659,0.8,-0.1113,1.0,1
9660,42,27,4,11.258713226024362,2,1,1,Basic,No,4,4,4,8.955742377770752,1,6.05070496923225,22.807851017294745,3,4.27861493882342,38.14193688195175,6,1.2560765737314463,8.171211611090474,12,0.1194,0.8,-0.3918,0.0,0
9661,37,38,19,58.813870599273486,9,2,5,Premium,No,4,0,3,16.899136785398067,0,17.607971813420658,56.22373730542892,6,17.032795599506354,66.78340501555711,12,22.32065216734815,76.27308115809636,24,0.578,0.7,-0.1558,1.0,0
9662,46,20,25,83.14323405401855,10,0,0,VIP,No,4,1,5,49.199593385830966,0,21.948128234371072,76.7108820423167,0,25.782912535389944,74.98740908620906,0,26.73572150803343,103.60566342051824,0,0.7533,0.9,0.0227,,0
9663,35,1,3,8.972117499653772,1,0,0,Basic,Yes,4,2,5,10.67034441118513,1,1.0,2.9907058332179237,0,3.0,8.972117499653772,0,3.0,8.972117499653772,0,0.0842,0.9,-0.5998,0.0,1
9664,41,5,24,80.50256683478838,11,9,1,Basic,No,3,0,1,11.970025383955196,0,25.234941712446048,72.76570861258273,27,24.0,80.50256683478838,7,24.0,80.50256683478838,3,0.7455,0.4,-0.0949,0.0,0
9665,30,18,19,55.565249340565416,8,0,1,Basic,Yes,4,0,5,10.047630898268226,0,19.55677906536327,50.47582138846228,0,18.47998215963529,42.462793031359,0,18.715610061521534,49.37629524214869,0,0.5528,0.9,0.1844,0.0,1
9666,59,60,21,49.39395125398981,10,2,0,Basic,No,4,0,5,12.203674863809251,0,21.771346375943185,28.724130404155854,6,20.368694014343525,45.421557033582914,12,23.0413447929528,42.49690782775711,24,0.5875,0.9,-0.3597,0.0,0
9667,38,3,1,5.0,1,0,16,Basic,Yes,5,0,3,11.13578125032718,1,4.381205607119476,15.209095641912,0,1.0,5.0,0,1.0,5.0,0,0.0443,0.8,1.7015,0.0,1
9668,32,20,20,71.17027900395726,9,0,0,VIP,No,3,1,1,57.73847368229707,0,20.305788489470352,62.302032774434274,0,17.767953558849918,72.16530426278023,0,20.71014148589165,51.02238414503354,0,0.6325,0.4,-0.1348,,0
9669,26,1,2,6.476864805653898,1,0,7,Premium,No,2,2,3,20.02504354884785,1,0.6666666666666666,2.1589549352179658,0,2.0,6.476864805653898,0,2.0,6.476864805653898,0,0.0625,0.5,-0.5775,1.0,0
9670,45,63,16,51.94805086237637,5,1,0,Premium,No,4,1,4,23.069426662958243,0,13.20524081657253,42.38175394112923,3,13.05006131878146,87.02795431144177,6,16.53367323293997,48.68664644087228,12,0.4579,0.8,-0.5072,1.0,0
9671,43,11,3,12.93549595601294,1,0,0,VIP,No,4,1,3,50.73235077463687,1,6.247874138332705,0.0,0,2.940164540248015,21.87344536633738,0,3.0,12.93549595601294,0,0.0974,0.7,-0.9563,,0
9672,48,12,3,6.849351866706847,1,0,1,Premium,Yes,5,4,1,20.05789320992902,0,2.6720843624742723,0.0,0,1.0199312005711816,6.934905252554192,0,4.904998996208635,24.538258292934124,0,0.0771,0.6,-0.874,1.0,1
9673,24,2,21,57.93303690536539,10,1,8,Premium,No,3,1,4,21.7772104821782,1,14.0,38.622024603576925,0,21.0,57.93303690536539,0,21.0,57.93303690536539,0,0.616,0.7,-0.3277,1.0,0
9674,18,11,26,82.0406713598769,12,1,0,VIP,Yes,5,2,1,41.72574860312669,0,26.415713286734935,97.58881918119508,3,25.410891403992704,74.6811383113842,6,26.0,82.0406713598769,0,0.7916,0.6,0.3027,,1
9675,47,15,23,68.85307706411436,10,0,0,Basic,Yes,4,1,5,10.644211254218988,0,27.00062322468073,76.57854032086205,0,21.94211252577277,52.52239050122573,0,23.195918337137144,92.51510955811094,0,0.679,0.9,0.4495,0.0,1
9676,64,4,2,11.65703753758242,1,9,0,Basic,Yes,5,0,4,8.143696145951331,1,6.270398379539798,13.340437292564417,27,2.0,11.65703753758242,6,2.0,11.65703753758242,3,0.0798,0.9,0.133,0.0,1
